"date","sentiment"
"2014-01-01","0.3579136690647482"
"2014-01-02","0.10132890365448505"
"2014-01-03","0.0019065776930409914"
"2014-01-04","0.2676659528907923"
"2014-01-05","0.26036866359447003"
"2014-01-06","0.09267431597528684"
"2014-01-07","0.11992445703493862"
"2014-01-08","0.10466138962181179"
"2014-01-09","0.03076923076923077"
"2014-01-10","0.021702838063439065"
"2014-01-11","0.23255813953488372"
"2014-01-12","0.2475"
"2014-01-13","0.03167746580273578"
"2014-01-14","0.12271341463414634"
"2014-01-15","0.09244372990353698"
"2014-01-16","-0.011722272317403066"
"2014-01-17","0.012033694344163659"
"2014-01-18","0.10122699386503067"
"2014-01-19","0.1413427561837456"
"2014-01-20","0.06666666666666667"
"2014-01-21","0.003925417075564278"
"2014-01-22","0.14210526315789473"
"2014-01-23","0.05188679245283019"
"2014-01-24","-0.11302681992337164"
"2014-01-25","0.20512820512820512"
"2014-01-26","0.2522361359570662"
"2014-01-27","0.011091652072387624"
"2014-01-28","0.06313328137178488"
"2014-01-29","0.017934446505875078"
"2014-01-30","0.06568364611260054"
"2014-01-31","-0.0012978585334198572"
"2014-02-01","0.2047970479704797"
"2014-02-02","0.19282511210762332"
"2014-02-03","-0.04274307186472522"
"2014-02-04","-0.014536644457904301"
"2014-02-05","0.027690371302706105"
"2014-02-06","0.10140636565507032"
"2014-02-07","0.12247557003257328"
"2014-02-08","0.334"
"2014-02-09","0.30284552845528456"
"2014-02-10","0.11505190311418685"
"2014-02-11","0.11320754716981132"
"2014-02-12","0.06834249803613511"
"2014-02-13","0.10371517027863777"
"2014-02-14","0.1392515230635335"
"2014-02-15","0.30686695278969955"
"2014-02-16","0.3181818181818182"
"2014-02-17","0.3081081081081081"
"2014-02-18","0.10916179337231968"
"2014-02-19","0.06419400855920114"
"2014-02-20","0.1003921568627451"
"2014-02-21","0.08064516129032258"
"2014-02-22","0.21721311475409835"
"2014-02-23","0.28153153153153154"
"2014-02-24","0.16708605938600907"
"2014-02-25","0.043538355217691775"
"2014-02-26","0.04038893044128646"
"2014-02-27","0.014164305949008499"
"2014-02-28","0.06808943089430894"
"2014-03-01","0.10166919575113809"
"2014-03-02","0.19224806201550387"
"2014-03-03","0.027742749054224466"
"2014-03-04","0.10415375077495351"
"2014-03-05","0.044866920152091254"
"2014-03-06","-0.004929577464788733"
"2014-03-07","0.07936507936507936"
"2014-03-08","0.245136186770428"
"2014-03-09","0.3617021276595745"
"2014-03-10","0.039898132427843805"
"2014-03-11","0.06887532693984307"
"2014-03-12","0.03700588730025231"
"2014-03-13","-0.00697084917617237"
"2014-03-14","0.03303509979353063"
"2014-03-15","0.3783132530120482"
"2014-03-16","0.26262626262626265"
"2014-03-17","0.1310452418096724"
"2014-03-18","0.105742935278031"
"2014-03-19","0.08756137479541735"
"2014-03-20","0.13859649122807016"
"2014-03-21","0.12564290962527552"
"2014-03-22","0.35280898876404493"
"2014-03-23","0.3542713567839196"
"2014-03-24","-0.007922535211267605"
"2014-03-25","0.15263157894736842"
"2014-03-26","0.03225806451612903"
"2014-03-27","0.0"
"2014-03-28","0.04725738396624472"
"2014-03-29","0.21256038647342995"
"2014-03-30","0.26260504201680673"
"2014-03-31","0.060181368507831824"
"2014-04-01","0.07650926479378362"
"2014-04-02","0.04864864864864865"
"2014-04-03","0.0"
"2014-04-04","0.007597895967270602"
"2014-04-05","0.2528473804100228"
"2014-04-06","0.21017699115044247"
"2014-04-07","-0.06440071556350627"
"2014-04-08","0.021629416005767843"
"2014-04-09","0.146677471636953"
"2014-04-10","-0.007449856733524355"
"2014-04-11","-0.010474430067775724"
"2014-04-12","0.21363636363636362"
"2014-04-13","0.2484076433121019"
"2014-04-14","0.011655011655011656"
"2014-04-15","0.11730769230769231"
"2014-04-16","0.14499252615844543"
"2014-04-17","0.14176974310180782"
"2014-04-18","0.3311546840958606"
"2014-04-19","0.3848314606741573"
"2014-04-20","0.37714285714285717"
"2014-04-21","0.148"
"2014-04-22","0.21719109746738297"
"2014-04-23","0.08828828828828829"
"2014-04-24","0.07914893617021276"
"2014-04-25","0.05714285714285714"
"2014-04-26","0.30165289256198347"
"2014-04-27","0.22692307692307692"
"2014-04-28","0.026378896882494004"
"2014-04-29","0.08063021316033364"
"2014-04-30","0.07439310884886452"
"2014-05-01","0.1284722222222222"
"2014-05-02","0.08416666666666667"
"2014-05-03","0.2544987146529563"
"2014-05-04","0.23284313725490197"
"2014-05-05","0.10686359687228497"
"2014-05-06","0.012809564474807857"
"2014-05-07","0.07585139318885449"
"2014-05-08","0.07495590828924162"
"2014-05-09","0.06374501992031872"
"2014-05-10","0.29607250755287007"
"2014-05-11","0.3027027027027027"
"2014-05-12","0.09768786127167631"
"2014-05-13","0.129863813229572"
"2014-05-14","0.06741573033707865"
"2014-05-15","0.10642439974042829"
"2014-05-16","0.07593856655290103"
"2014-05-17","0.31446540880503143"
"2014-05-18","0.33472803347280333"
"2014-05-19","0.11632870864461047"
"2014-05-20","0.014953271028037384"
"2014-05-21","0.12678571428571428"
"2014-05-22","0.152"
"2014-05-23","0.08926487747957992"
"2014-05-24","0.24465558194774348"
"2014-05-25","0.27124183006535946"
"2014-05-26","0.17679558011049723"
"2014-05-27","0.1183206106870229"
"2014-05-28","-0.05009759271307743"
"2014-05-29","0.07732980832782552"
"2014-05-30","-0.004961020552799433"
"2014-05-31","0.11956521739130435"
"2014-06-01","0.21963824289405684"
"2014-06-02","-0.023564064801178203"
"2014-06-03","-0.055384615384615386"
"2014-06-04","0.04600484261501211"
